restaurant_id,restaurant_name,cuisine_type,borough,timestamp,date,hour,day_of_week,is_weekend,is_rush_hour,guests_served,queue_length,table_count,avg_wait_minutes,revenue_usd,avg_check_usd,party_size
R001,Luigi's Italian,Italian,Manhattan,2025-01-07 17:00:00,2025-01-07,17,1,0,0,25.0,6,35,0.0,1125.0,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-07 18:00:00,2025-01-07,18,1,0,1,38.0,16,35,14.0,1710.0,45,2.0
R001,Luigi's Italian,NewCuisine,Manhattan,2025-01-07 19:00:00,2025-01-07,19,1,0,1,0.0,10,35,19.0,1088.843904108157,35,3.0
R001,Luigi's Italian,Italian,manhattan,2025-01-07 20:00:00,2025-01-07,20,1,0,1,37.0,21,35,1.0,925.0,25,3.0
R001,Luigi's Italian,italian,Manhattan,2025-01-07 21:00:00,2025-01-07,21,1,0,0,17.0,3,35,0.0,595.0,35,1.0
R001,Luigi's Italian,ITALIAN,Manhattan,2025-01-07 22:00:00,2025-01-07,22,1,0,0,12.0,3,35,0.0,300.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 11:00:00,2025-01-08,11,2,0,0,17.0,3,35,0.0,765.0,45,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 12:00:00,2025-01-08,12,2,0,1,0.0,10,35,21.0,835.2423548992745,25,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 13:00:00,2025-01-08,13,2,0,1,34.0,11,35,16.0,1190.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 14:00:00,2025-01-08,14,2,0,0,18.0,6,35,4.0,,25,6.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 15:00:00,2025-01-08,15,2,0,0,,5,35,4.0,420.0,35,4.0
R001,Luigi's Italian,ITALIAN,Manhattan,2025-01-08 16:00:00,2025-01-08,16,2,0,0,17.0,4,35,7.0,595.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 17:00:00,2025-01-08,17,2,0,0,17.0,8,35,2.0,595.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 18:00:00,2025-01-08,18,2,0,1,33.0,6,35,5.0,1155.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 19:00:00,2025-01-08,19,2,0,1,39.0,11,35,15.0,975.0,25,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 20:00:00,2025-01-08,20,2,0,1,33.0,17,35,23.0,1485.0,45,3.0
R001,Luigi's Italian,ITALIAN,Manhattan,2025-01-08 21:00:00,2025-01-08,21,2,0,0,13.0,8,35,9.0,325.0,25,
R001,Luigi's Italian,Italian,Manhattan,2025-01-08 22:00:00,2025-01-08,22,2,0,0,18.0,5,35,4.0,450.0,25,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 11:00:00,2025-01-09,11,3,0,0,21.0,9,35,9.0,735.0,35,8.0
R001,Luigi's Italian,,Manhattan,2025-01-09 12:00:00,2025-01-09,12,3,0,1,33.0,10,35,9.0,1155.0,35,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 13:00:00,2025-01-09,13,3,0,1,34.0,14,35,11.0,850.0,25,
R001,Luigi's Italian,italian,Manhattan,2025-01-09 14:00:00,2025-01-09,14,3,0,0,14.0,3,35,,490.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 15:00:00,2025-01-09,15,3,0,0,27.0,12,35,5.0,675.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 16:00:00,2025-01-09,16,3,0,0,22.0,9,35,3.0,990.0,45,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 17:00:00,2025-01-09,17,3,0,0,14.0,4,35,5.0,490.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 18:00:00,2025-01-09,18,3,0,1,34.0,9,35,15.0,1190.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 19:00:00,2025-01-09,19,3,0,1,31.0,11,35,18.0,775.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 20:00:00,2025-01-09,20,3,0,1,37.0,17,35,18.0,1295.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-09 21:00:00,2025-01-09,21,3,0,0,21.0,6,35,6.0,945.0,45,3.0
R001,Luigi's Italian,Italian,MANHATTAN,2025-01-09 22:00:00,2025-01-09,22,3,0,0,,10,35,5.0,900.0,45,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 11:00:00,2025-01-10,11,4,0,0,10.0,2,35,7.0,250.0,25,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 12:00:00,2025-01-10,12,4,0,1,41.0,17,35,,1025.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 13:00:00,2025-01-10,13,4,0,1,36.0,15,35,4.0,900.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 14:00:00,2025-01-10,14,4,0,0,20.0,6,35,,900.0,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 15:00:00,2025-01-10,15,4,0,0,20.0,6,35,0.0,900.0,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 16:00:00,2025-01-10,16,4,0,0,30.0,13,35,16.0,750.0,25,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 17:00:00,2025-01-10,17,4,0,0,25.0,8,35,,875.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-10 18:00:00,2025-01-10,18,4,0,1,35.0,6,35,9.0,1225.0,35,3.0
R001,Luigi's Italian,Italian,MANHATTAN,2025-01-10 19:00:00,2025-01-10,19,4,0,1,32.0,15,35,14.0,800.0,25,2.0
R001,Luigi's Italian,Italian,manhattan,2025-01-10 20:00:00,2025-01-10,20,4,0,1,,15,35,9.0,900.0,25,2.0
R001,Luigi's Italian,Italian (typo),Outer Borough,2025-01-10 21:00:00,2025-01-10,21,4,0,0,18.0,2,35,0.0,630.0,35,4.0
R001,Luigi's Italian,,Manhattan,2025-01-10 22:00:00,2025-01-10,22,4,0,0,22.0,4,35,1.0,990.0,45,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 11:00:00,2025-01-11,11,5,1,0,23.0,13,35,4.0,805.0,35,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 12:00:00,2025-01-11,12,5,1,1,46.0,19,35,14.0,2070.0,45,7.0
R001,Luigi's Italian,Italian,MANHATTAN,2025-01-11 13:00:00,2025-01-11,13,5,1,1,50.0,20,35,26.0,1750.0,35,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 14:00:00,2025-01-11,14,5,1,0,22.0,10,35,6.0,550.0,25,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 15:00:00,2025-01-11,15,5,1,0,,12,35,5.0,1120.0,35,6.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 16:00:00,2025-01-11,16,5,1,0,16.0,7,35,185.0,400.0,25,
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 17:00:00,2025-01-11,17,5,1,0,16.0,7,35,5.0,400.0,25,5.0
R001,Luigi's Italian,italian,Manhattan,2025-01-11 18:00:00,2025-01-11,18,5,1,1,45.0,17,35,7.0,1125.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 19:00:00,2025-01-11,19,5,1,1,50.0,22,35,28.0,1250.0,25,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 20:00:00,2025-01-11,20,5,1,1,41.0,5,35,5.0,1435.0,35,6.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 21:00:00,2025-01-11,21,5,1,0,20.0,4,35,3.0,900.0,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-11 22:00:00,2025-01-11,22,5,1,0,23.0,5,35,5.0,805.0,35,7.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 11:00:00,2025-01-12,11,6,1,0,14.0,9,35,4.0,630.0,45,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 12:00:00,2025-01-12,12,6,1,1,50.0,19,35,18.0,1750.0,35,1.0
R001,Luigi's Italian,Italian,MANHATTAN,2025-01-12 13:00:00,2025-01-12,13,6,1,1,44.0,19,35,22.0,1540.0,35,2.0
R001,Luigi's Italian,Italian,Westworld,2025-01-12 14:00:00,2025-01-12,14,6,1,0,26.0,6,35,6.0,650.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 15:00:00,2025-01-12,15,10,1,0,22.0,5,35,11.0,770.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 16:00:00,2025-01-12,16,6,1,0,20.0,4,35,7.0,500.0,25,3.0
R001,Luigi's Italian,,Manhattan,2025-01-12 17:00:00,2025-01-12,17,6,1,0,23.0,6,35,8.0,575.0,25,6.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 18:00:00,2025-01-12,18,6,1,1,42.0,14,35,,,25,2.0
R001,Luigi's Italian,ITALIAN,Manhattan,2025-01-12 19:00:00,2025-01-12,19,6,1,1,54.0,16,35,8.0,1890.0,35,1.0
R001,Luigi's Italian,Italian,manhattan,2025-01-12 20:00:00,2025-01-12,20,6,1,1,39.0,10,35,15.0,1365.0,35,1.0
R001,Luigi's Italian,,Manhattan,2025-01-12 21:00:00,2025-01-12,21,6,1,0,24.0,11,35,0.0,1080.0,45,6.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-12 22:00:00,2025-01-12,22,6,1,0,20.0,8,35,14.0,500.0,25,
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 11:00:00,2025-01-13,11,0,0,0,23.0,5,35,10.0,805.0,35,8.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 12:00:00,2025-01-13,12,0,0,1,28.0,10,35,0.0,700.0,25,
R001,Luigi's Italian,Italian,manhattan,2025-01-13 13:00:00,2025-01-13,13,0,0,1,30.0,8,35,7.0,750.0,25,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 14:00:00,2025-01-13,14,0,0,0,14.0,9,35,2.0,490.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 15:00:00,2025-01-13,15,0,0,0,13.0,2,35,9.0,325.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 16:00:00,2025-01-13,16,0,0,0,14.0,7,35,3.0,490.0,35,
R001,Luigi's Italian,ITALIAN,Manhattan,2025-01-13 17:00:00,2025-01-13,17,0,0,0,,6,35,0.0,735.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 18:00:00,2025-01-13,18,0,0,1,46.0,15,35,0.0,2070.0,45,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 19:00:00,2025-01-13,19,0,0,1,42.0,8,35,11.0,1050.0,25,7.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 20:00:00,2025-01-13,20,0,0,1,38.0,20,35,12.0,1330.0,35,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 21:00:00,2025-01-13,21,0,0,0,13.0,3,35,2.0,585.0,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-13 22:00:00,2025-01-13,22,0,0,0,15.0,4,35,5.0,525.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 11:00:00,2025-01-14,11,1,0,0,10.0,1,35,0.0,250.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 12:00:00,2025-01-14,12,1,0,1,27.0,11,35,7.0,675.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 13:00:00,2025-01-14,13,1,0,1,,14,35,12.0,1190.0,35,1.0
R001,Luigi's Italian,NAN,,2025-01-14 14:00:00,2025-01-14,14,1,0,0,15.0,3,35,1.0,375.0,25,7.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 15:00:00,2025-01-14,15,1,0,0,18.0,5,35,9.0,630.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 16:00:00,2025-01-14,16,1,0,0,17.0,9,35,2.0,,45,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 17:00:00,2025-01-14,17,1,0,0,20.0,7,35,3.0,500.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 18:00:00,2025-01-14,18,1,0,1,25.0,8,35,8.0,625.0,25,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 19:00:00,2025-01-14,19,1,0,1,39.0,11,35,16.0,1365.0,35,2.0
R001,Luigi's Italian,NewCuisine,Manhattan,2025-01-14 20:00:00,2025-01-14,20,1,0,1,30.0,12,35,5.0,1050.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 21:00:00,2025-01-14,21,1,0,0,22.0,11,35,18.0,990.0,45,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-14 22:00:00,2025-01-14,22,1,0,0,12.0,9,35,0.0,540.0,45,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 11:00:00,2025-01-15,11,2,0,0,22.0,6,35,8.0,550.0,25,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 12:00:00,2025-01-15,12,2,0,1,43.0,15,35,18.0,1505.0,35,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 13:00:00,2025-01-15,13,2,0,1,37.0,18,35,12.0,1295.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 14:00:00,2025-01-15,14,2,0,0,15.0,5,35,5.0,525.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 15:00:00,2025-01-15,15,2,0,0,14.0,2,35,0.0,630.0,45,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 16:00:00,2025-01-15,16,10,0,0,16.0,9,35,9.0,560.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 17:00:00,2025-01-15,17,7,0,0,19.0,5,35,11.0,665.0,35,3.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 18:00:00,2025-01-15,18,2,0,1,39.0,11,35,23.0,1365.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 19:00:00,2025-01-15,19,2,0,1,24.0,8,35,11.0,840.0,35,8.0
R001,Luigi's Italian,Italian,,2025-01-15 20:00:00,2025-01-15,20,2,0,1,47.0,15,35,4.0,1645.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-15 21:00:00,2025-01-15,21,2,0,0,17.0,6,35,4.0,425.0,25,6.0
R001,Luigi's Italian,Italian,MANHATTAN,2025-01-15 22:00:00,2025-01-15,22,2,0,0,15.0,6,35,0.0,375.0,25,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 11:00:00,2025-01-16,11,3,0,0,18.0,8,35,5.0,450.0,25,2.0
R001,Luigi's Italian,italian,MANHATTAN,2025-01-16 12:00:00,2025-01-16,12,3,0,1,45.0,13,35,11.0,1575.0,35,4.0
R001,Luigi's Italian,Italian,manhattan,2025-01-16 13:00:00,2025-01-16,13,3,0,1,24.0,4,35,0.0,1080.0,45,1.0
R001,Luigi's Italian,,Manhattan,2025-01-16 14:00:00,2025-01-16,14,3,0,0,-9.0,4,35,0.0,225.0,25,
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 15:00:00,2025-01-16,15,3,0,0,19.0,3,35,3.0,665.0,35,1.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 16:00:00,2025-01-16,16,3,0,0,23.0,6,35,10.0,1035.0,45,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 17:00:00,2025-01-16,17,3,0,0,20.0,7,35,1.0,500.0,25,2.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 18:00:00,2025-01-16,18,3,0,1,33.0,12,35,15.0,1485.0,45,5.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 19:00:00,2025-01-16,19,3,0,1,44.0,19,35,18.0,1980.0,45,3.0
R001,Luigi's Italian,Italian,manhattan,2025-01-16 20:00:00,2025-01-16,20,3,0,1,36.0,14,35,8.0,900.0,25,4.0
R001,Luigi's Italian,italian,Manhattan,2025-01-16 21:00:00,2025-01-16,21,3,0,0,29.0,10,35,8.0,1015.0,35,4.0
R001,Luigi's Italian,Italian,Manhattan,2025-01-16 22:00:00,2025-01-16,22,3,0,0,17.0,9,35,13.0,425.0,25,2.0
